company_name,URL
Corinth Academy of Cosmetology,http://www.corinthacademyofcosmetology.net/
Ohio State Beauty Academy,http://www.ohiostatebeauty.com/
Tri-State College of Acupuncture,http://www.tsca.edu/
Casal Aveda Institute,https://www.casalaveda.com/
Institute of Health & Technology,https://www.nih.gov/
Texas Health School,https://www.ths.edu/contact-us/
Professional Career Training Institute,https://pcti.edu/
Colorado Media School,https://beonair.com/locations/colorado/
InterAmerican Technical Institute,http://www.itischool.com/
Lil Lou's Beauty and Barber College LLC,http://www.lillousbeautyandbarbercollege.com/
Capitol School of Hairstyling and Esthetics,https://www.hairschoolomaha.com/
Elaine Steven Beauty College,https://www.esbc.edu/
Healthcare Training Institute,http://www.htijoliet.com/
Capilo School of Hair Design,https://www.capilo.com/
The Barber School,https://www.londonschoolofbarbering.com/how-to-become-a-barber/
Trenz Beauty Academy,https://www.trenzbeautyacademy.com/
Arkansas College of Barbering and Hair Design,https://www.acbhd.edu/
Midway Paris Beauty School,https://www.midwayparis.com/
Hair Design Institute,https://www.hairdesigninstitute.edu/
Southeast Texas Career Institute,https://setxci.com/
International Air and Hospitality Academy,www.aha.edu
The Chrysm Institute of Esthetics,https://www.chrysm.org/
LaBarberia Institute of Hair,https://labarberiainstitute.com/
Cameo College,cameocollege.com
CALC Institute of Technology,https://www.calc.edu/
Arkansas Beauty School,https://www.arbs.edu/
Shore Beauty School,shorebeautyschool.com
Artistic Academy of Hair Design,https://www.artisticacademy.com/
Delta College,"https://www.delta.edu/, https://www.delta.edu"
Industrial Technical College,http://www.industrialtechnicalcollege.com/
Savannah Law School,https://www.savannahlawschool.org/
Wolford College,https://www.collegefactual.com/colleges/wolford-college/
Northern Virginia School of Therapeutic Massage,https://www.nvschoolofmassage.com/
Trend Barber College,http://www.trendbarbercollege.org/
Learnet Academy Inc,http://www.learnet.net/
Midwest College of Oriental Medicine,http://www.acupuncture.edu/
Taylor Business Institute,https://www.tbiil.edu/
Tenaj Salon Institute,https://tenajsaloninstitute.edu/
Rivertown School of Beauty Barber Skin Care and Nails,http://rivertownschoolofbeauty.com/
North Florida Cosmetology Institute Inc,https://cosmetologyinst.com/
Salon Boutique Academy,https://www.salonboutiqueacademy.com/
Liberty Technical College,http://libertytechnical.com/
North Coast College,https://www.ncic.org.uk/
Innovate Salon Academy,https://www.innovatesalonacademy.com/
VICI Beauty School,https://vicibeautyschool.com/
Career Academy of Beauty,https://caofb.com/
Paroba College of Cosmetology,https://paroba.edu/
Sierra College of Beauty,http://sierrabeautycollege.net/
Lyle's College of Beauty,http://lylescolleges.com/
Evans Hairstyling College,http://evanscollege.com/
Schilling-Douglas School of Hair Design LLC,https://schillingdouglas.edu/
Newberry School of Beauty,http://newberryschoolofbeauty.net/
Jenny Lea Academy of Cosmetology,https://www.jennyleaacademy.edu/
New England Culinary Institute,https://neci.edu/
Roxborough Memorial Hospital School of Nursing,https://www.roxboroughmemorial.com/Contact-Us.aspx
KD Conservatory College of Film and Dramatic Arts,https://kdstudio.com/
Universal Training Institute,universalutil.com
Eternity Cosmetology School Corp,http://www.eternitycschool.com/
Larry's Barber College,https://www.larrysbarbercollege.com/
Magnolia College of Cosmetology,https://www.mcocjackson.com/
Crave Beauty Academy,https://cravebeautyacademy.com/
Grabber School of Hair Design,https://www.grabberschool.edu/
Durham Beauty Academy,http://www.durhambeautyacademy.edu/
University of Spa & Cosmetology Arts,https://www.uscart.com/
Atlanta Institute of Music and Media,https://www.aimm.edu/
Rudae's School of Beauty Culture,https://www.rudaes.edu/
New Age Training,www.newagetraining.com
HVAC Technical Institute,https://www.hvac-tech.com/
My Le's Beauty College,http://www.mylebeautycollegeinc.com/
Taylortown School of Beauty Inc,https://www.dorsey.edu/taylor-campus/
Iowa School of Beauty,https://iowaschoolofbeauty.com/
Shear Excellence Hair Academy,http://www.shearexcell.edu/
New School of Cooking,www.newschoolofcooking.com
Careers Unlimited,https://www.careers.ie/about/
Illinois Welding School,www.ilws.edu/
Precision Manufacturing Institute,https://www.pmionline.edu/
Ayers Career College,https://ayers.edu/
South Hills / North Hills Beauty Academy,https://www.shnhbeauty.com/
Pennsylvania Gunsmith School,https://pagunsmith.edu/
DCI Career Institute,https://dci.edu/
Beaver Falls Beauty Academy,https://www.bfbeauty.com/
Bidwell Training Center,https://bidwelltraining.edu/locations/1815-metropolitan/
Butler Beauty Academy,http://www.beautyacademies.net/
(Closed)Metro Business College,http://www.metrobusinesscollege.edu/
Phoenix Institute of Herbal Medicine & Acupuncture,https://www.pihma.edu/
American School of Nursing and Medical Careers,"https://www.salternursing.com/, https://www.salterschool.com/"
Salter College,"https://www.saltercollege.com/, https://www.salter.edu/"
American Institute of Medical Technology,http://www.aimt.edu/
Caris College,https://cariscollege.edu/home
Medical Career Institute,http://www.medicalcareerinstitute.org/
Healing Mountain Massage School,https://healingmountain.edu/
"Regional Center for Border Health, Inc. / College of Health Careers",https://www.rcbh.edu/
Medical Career & Technical College,https://medicalcareerandtechnicalcollege.edu/
E Q School of Hair Design,https://eqschool.net/
CA Career College,californiacareercollege.edu
More Tech Institute,https://www.moretechinstitute.edu/
Nashville Film Institute,nfi.edu
Indiana College of Sports and Medical Massage llc,indianamassagecollege.com
EliteWeldingAcademy,"eliteweldingacademy.com, https://eliteweldingacademy.com/"
Inland Massage Institute,"inlandmassage.com, https://www.inlandmassage.edu/"
Advanced Training Associates,"www.advancedtraining.edu, https://www.advancedtraining.edu/"
Med-Assist School of Hawaii Inc,https://mash.edu
Lexington Healing Arts Academy,https://www.lexingtonhealingarts.com
Central School of Practical Nursing,cspnohio.org
Homestead Schools,homesteadschools.com
Institute of Health Sciences,"www.instituteofhealthscience.org, https://www.instituteofhealthscience.org/"
WestMed College,westmedcollege.edu
Jefferson Regional Medical Center School of Nursing,https://www.jrmc.org/schoolofnursing/
Gary Manuel Aveda Institute,www.gmaveda.com
Electrical Training Center,electricaltrainingcenter.edu
Design Institute of San Diego,www.disd.edu
College of Cosmetology,www.collegeofcos.com
California Career School,www.californiacareerschool.edu
Woodruff Medical Training and Testing,woodruffmedical.edu
Westchester College of Nursing and Allied Health,www.westchestercollege.edu
Valley College of Medical Careers,https://www.valleycollegeofmedicalcareers.info
Bay Area Medical Academy,www.bamasf.com
University of East-West Medicine,"www.uewm.edu, https://uewm.edu/"
Trinity School of Health and Allied Sciences,https://tshas.edu/
Stevens-The Institute of Business & Arts,"www.siba.edu, https://www.siba.edu/"
State Career College,www.statecareercollege.edu
Seacoast Career Schools,www.seacoastcareerschools.edu
Shasta School of Cosmetology,www.hambeltonbeauty.com
San Diego Culinary Institute,"www.sdci-inc.com, sandiegoculinary.edu"
Palomar Institute of Cosmetology,www.pic.edu
Orion College,https://orioncollege.org
MTI Business College Inc,"www.mtistockton.com, http://www.mtistockton.com/"
North Central Institute,https://nci.edu
National Polytechnic College,www.npcollege.edu
American Medical Sciences Center,www.amsc.edu
Academy of Esthetics and Cosmetology,www.aecosmetology.com
Advance Beauty Techs Academy,www.abt.edu
American Beauty College,www.americanbeautycollege.com
Sacramento Ultrasound Institute,www.sui.edu
Academy for Salon Professionals,southbayacademyforsalonpros.com
Professional Golfers Career College,"golfcollege.edu, golfcollegeonline.com, https://golfcollege.edu/"
Bergin College of Canine Studies,berginu.edu
Lancaster Beauty School,"lancasterbeautyschool.com, https://www.lancasterbeautyschool.com/"
Palladium Technical Academy,palladiumta.com
